"","ID","MonthlyIncome"
"159",1029,5330.87281255306
"160",1030,10167.875147917
"161",1031,5330.87281255306
"162",1032,2879.31902337178
"163",1033,9666.24770580167
"164",1034,2578.34255810256
"165",1035,5564.96561887356
"166",1036,2578.34255810256
"167",1037,5397.75647150177
"168",1038,9900.34051212217
"169",1039,9666.24770580167
"170",1040,5564.96561887356
"171",1041,2745.55170547435
"172",1042,2745.55170547435
"173",1043,9699.68953527602
"174",1044,5799.05842519406
"175",1045,2712.10987599999
"176",1046,2578.34255810256
"177",1047,5431.19830097613
"178",1048,9766.57319422474
"179",1049,2812.43536442306
"180",1050,5431.19830097613
"181",1051,10502.2934426606
"182",1052,2812.43536442306
"183",1053,5464.64013045049
"184",1054,2745.55170547435
"185",1055,2745.55170547435
"186",1056,2745.55170547435
"187",1057,5397.75647150177
"188",1058,15138.833052138
"189",1059,5832.50025466842
"190",1060,2745.55170547435
"191",1061,5631.84927782228
"192",1062,5498.08195992484
"193",1063,5698.73293677099
"194",1064,2645.22621705128
"195",1065,5598.40744834792
"196",1066,2712.10987599999
"197",1067,3213.73731811536
"198",1068,19449.0274470032
"199",1069,5364.31464202741
"200",1070,2678.66804652563
"201",1071,2712.10987599999
"202",1072,5631.84927782228
"203",1073,2611.78438757692
"204",1074,5531.5237893992
"205",1075,5397.75647150177
"206",1076,15339.4840289842
"207",1077,19214.9346406827
"208",1078,5531.5237893992
"209",1079,5531.5237893992
"210",1080,5832.50025466842
"211",1081,2812.43536442306
"212",1082,2678.66804652563
"213",1083,2578.34255810256
"214",1084,5698.73293677099
"215",1085,9699.68953527602
"216",1086,10034.1078300196
"217",1087,5397.75647150177
"218",1088,2745.55170547435
"219",1089,2745.55170547435
"220",1090,5397.75647150177
"221",1091,5431.19830097613
"222",1092,5698.73293677099
"223",1093,9699.68953527602
"224",1094,5431.19830097613
"225",1095,5397.75647150177
"226",1096,5464.64013045049
"227",1097,3113.41182969228
"228",1098,2745.55170547435
"229",1099,2812.43536442306
"230",1100,5531.5237893992
"231",1101,19047.7254933109
"232",1102,5464.64013045049
"233",1103,5631.84927782228
"234",1104,10535.735272135
"235",1105,2812.43536442306
"236",1106,2812.43536442306
"237",1107,2845.87719389742
"238",1108,5531.5237893992
"239",1109,5431.19830097613
"240",1110,5397.75647150177
"241",1111,5698.73293677099
"242",1112,9833.45685317345
"243",1113,9866.89868264781
"244",1114,5799.05842519406
"245",1115,10201.3169773914
"246",1116,2812.43536442306
"247",1117,5799.05842519406
"248",1118,5531.5237893992
"249",1119,10167.875147917
"250",1120,2812.43536442306
"251",1121,10034.1078300196
"252",1122,15306.0421995098
"253",1123,5531.5237893992
"254",1124,15138.833052138
"255",1125,2611.78438757692
"256",1126,2578.34255810256
"257",1127,2745.55170547435
"258",1128,5498.08195992484
"259",1129,15138.833052138
"260",1130,2678.66804652563
"261",1131,9666.24770580167
"262",1132,15105.3912226637
"263",1133,5531.5237893992
"264",1134,2678.66804652563
"265",1135,2879.31902337178
"266",1136,2745.55170547435
"267",1137,3113.41182969228
"268",1138,5531.5237893992
"269",1139,9933.78234159653
"270",1140,14871.2984163432
"271",1141,5531.5237893992
"272",1142,5531.5237893992
"273",1143,10268.2006363401
"274",1144,5330.87281255306
"275",1145,5665.29110729663
"276",1146,5464.64013045049
"277",1147,5397.75647150177
"278",1148,2678.66804652563
"279",1149,2645.22621705128
"280",1150,5564.96561887356
"281",1151,2678.66804652563
"282",1152,5464.64013045049
"283",1153,5865.94208414278
"284",1154,2578.34255810256
"285",1155,5732.17476624535
"286",1156,15105.3912226637
"287",1157,2712.10987599999
"288",1158,5698.73293677099
"289",1159,2678.66804652563
"290",1160,5431.19830097613
"291",1161,2745.55170547435
"292",1162,9699.68953527602
"293",1163,2912.76085284614
"294",1164,9766.57319422474
"295",1165,2812.43536442306
"296",1166,2611.78438757692
"297",1167,9833.45685317345
"298",1168,5397.75647150177
"299",1169,2745.55170547435
"300",1170,2812.43536442306
